Sample	Population	Source	Haplotype	Sample_hap	x1	x2
HG00451	Southern Han Chinese	1000G	0	HG00451_H1	48.24432014320849	69.94328586550583
HG00451	Southern Han Chinese	1000G	1	HG00451_H2	48.87302600468529	69.67132861169208
HG00452	Southern Han Chinese	1000G	0	HG00452_H1	48.05515047604187	67.45879094764
HG00452	Southern Han Chinese	1000G	1	HG00452_H2	47.35917949715836	68.73898021476938
HG00457	Southern Han Chinese	1000G	0	HG00457_H1	48.40414680458458	69.36064915474978
HG00457	Southern Han Chinese	1000G	1	HG00457_H2	48.436849566485826	68.8210169853343
HG00458	Southern Han Chinese	1000G	0	HG00458_H1	47.83042172107768	68.89600136048705
HG00458	Southern Han Chinese	1000G	1	HG00458_H2	48.379245804720206	67.5031249984528
HG00463	Southern Han Chinese	1000G	0	HG00463_H1	49.22170584615616	67.72383996020105
HG00463	Southern Han Chinese	1000G	1	HG00463_H2	48.449142295963604	69.82652781925675
HG00464	Southern Han Chinese	1000G	0	HG00464_H1	47.50196455972981	69.12846804368662
HG00464	Southern Han Chinese	1000G	1	HG00464_H2	48.79498761565805	67.6623528928025
HG00472	Southern Han Chinese	1000G	0	HG00472_H1	47.872638403168516	69.31082096665367
HG00472	Southern Han Chinese	1000G	1	HG00472_H2	48.744256130558576	69.15434592811123
HG00473	Southern Han Chinese	1000G	0	HG00473_H1	47.43726847247839	68.78464928182866
HG00473	Southern Han Chinese	1000G	1	HG00473_H2	48.09550778420486	69.33667865729899
HG00476	Southern Han Chinese	1000G	0	HG00476_H1	47.78671094040504	69.49846440554238
HG00476	Southern Han Chinese	1000G	1	HG00476_H2	48.19772014210772	68.2156298859727
HG00478	Southern Han Chinese	1000G	0	HG00478_H1	47.37569083478743	68.66137388782853
HG00478	Southern Han Chinese	1000G	1	HG00478_H2	48.87420138111873	70.61211297145273
HG00479	Southern Han Chinese	1000G	0	HG00479_H1	48.88438951972791	67.29225252030983
HG00479	Southern Han Chinese	1000G	1	HG00479_H2	48.786893269222894	68.09699062769316
HG00500	Southern Han Chinese	1000G	0	HG00500_H1	48.46479465023351	69.189261469221
HG00500	Southern Han Chinese	1000G	1	HG00500_H2	48.07888834710439	68.21733901000523
HG00513	Southern Han Chinese	1000G	0	HG00513_H1	48.65183211768531	68.68690970417592
HG00513	Southern Han Chinese	1000G	1	HG00513_H2	47.42344767851649	69.3923160989729
HG00525	Southern Han Chinese	1000G	0	HG00525_H1	47.61561400389321	68.29297020399613
HG00525	Southern Han Chinese	1000G	1	HG00525_H2	47.91897240464434	66.1954265566501
HG00530	Southern Han Chinese	1000G	0	HG00530_H1	48.25253789895755	69.31912284767927
HG00530	Southern Han Chinese	1000G	1	HG00530_H2	48.18511893497959	69.45483889071774
HG00531	Southern Han Chinese	1000G	0	HG00531_H1	47.50946160111538	68.18713355081054
HG00531	Southern Han Chinese	1000G	1	HG00531_H2	48.08482451156198	69.21120885710098
HG00533	Southern Han Chinese	1000G	0	HG00533_H1	47.94445529214453	68.14930283510293
HG00533	Southern Han Chinese	1000G	1	HG00533_H2	48.712364080354085	66.93319037135477
HG00534	Southern Han Chinese	1000G	0	HG00534_H1	48.343174385550874	67.38736081731125
HG00534	Southern Han Chinese	1000G	1	HG00534_H2	47.632544825526786	68.95743531862193
HG00536	Southern Han Chinese	1000G	0	HG00536_H1	47.62520691574672	68.07728324471627
HG00536	Southern Han Chinese	1000G	1	HG00536_H2	48.012157243374226	68.62793771752807
HG00537	Southern Han Chinese	1000G	0	HG00537_H1	48.38553453731742	69.25613646195815
HG00537	Southern Han Chinese	1000G	1	HG00537_H2	48.18892115958452	70.10983728505133
HG00559	Southern Han Chinese	1000G	0	HG00559_H1	47.77680560550791	67.22256640152993
HG00559	Southern Han Chinese	1000G	1	HG00559_H2	48.48232133378547	67.74686677511194
HG00560	Southern Han Chinese	1000G	0	HG00560_H1	49.10169853777986	69.53771618946462
HG00560	Southern Han Chinese	1000G	1	HG00560_H2	47.227554943129185	70.02306529703066
HG00565	Southern Han Chinese	1000G	0	HG00565_H1	48.87322788331894	69.38040399786281
HG00565	Southern Han Chinese	1000G	1	HG00565_H2	48.472950168994636	69.86279891768557
HG00566	Southern Han Chinese	1000G	0	HG00566_H1	48.22986399262913	70.08927546883534
HG00566	Southern Han Chinese	1000G	1	HG00566_H2	48.73756431660764	68.75263593890581
HG00580	Southern Han Chinese	1000G	0	HG00580_H1	47.650635567674236	69.12284769591281
HG00580	Southern Han Chinese	1000G	1	HG00580_H2	48.14549552977048	67.93055913975842
HG00583	Southern Han Chinese	1000G	0	HG00583_H1	49.2959371425894	69.18840675214868
HG00583	Southern Han Chinese	1000G	1	HG00583_H2	48.319124134944126	69.6191479105163
HG00584	Southern Han Chinese	1000G	0	HG00584_H1	47.721774473376435	68.87448908171719
HG00584	Southern Han Chinese	1000G	1	HG00584_H2	47.03057090271654	68.72327638655791
HG00589	Southern Han Chinese	1000G	0	HG00589_H1	47.86297036265311	68.68616993182046
HG00589	Southern Han Chinese	1000G	1	HG00589_H2	48.34066408277774	69.11247262714939
HG00590	Southern Han Chinese	1000G	0	HG00590_H1	47.72650130825779	66.00701671285415
HG00590	Southern Han Chinese	1000G	1	HG00590_H2	48.50743648550334	66.68153244698745
HG00592	Southern Han Chinese	1000G	0	HG00592_H1	48.05657380682751	66.57040183572245
HG00592	Southern Han Chinese	1000G	1	HG00592_H2	47.63848635092523	65.18642111877078
HG00593	Southern Han Chinese	1000G	0	HG00593_H1	48.25640702825333	69.5612226031479
HG00593	Southern Han Chinese	1000G	1	HG00593_H2	48.618978551721476	68.70831125176456
HG00598	Southern Han Chinese	1000G	0	HG00598_H1	48.784469018413354	68.7107034894932
HG00598	Southern Han Chinese	1000G	1	HG00598_H2	48.57653830790091	69.76477384809029
HG00599	Southern Han Chinese	1000G	0	HG00599_H1	47.660385608049744	67.40237229550581
HG00599	Southern Han Chinese	1000G	1	HG00599_H2	47.62229587914401	69.32937936682792
HG00610	Southern Han Chinese	1000G	0	HG00610_H1	49.107658648319905	69.24583078029067
HG00610	Southern Han Chinese	1000G	1	HG00610_H2	47.08597547471289	68.97771423190402
HG00611	Southern Han Chinese	1000G	0	HG00611_H1	48.330000035863854	69.1899804195326
HG00611	Southern Han Chinese	1000G	1	HG00611_H2	48.687059461220535	68.59312849020115
HG00613	Southern Han Chinese	1000G	0	HG00613_H1	49.24279651166864	69.07839317760325
HG00613	Southern Han Chinese	1000G	1	HG00613_H2	47.571686413155724	68.04948344457331
HG00614	Southern Han Chinese	1000G	0	HG00614_H1	47.576498154297276	68.49364403223983
HG00614	Southern Han Chinese	1000G	1	HG00614_H2	47.835485095921804	68.83693394958671
HG00622	Southern Han Chinese	1000G	0	HG00622_H1	48.096980651796805	69.68539329870917
HG00622	Southern Han Chinese	1000G	1	HG00622_H2	48.770155301561836	68.83293226788902
HG00623	Southern Han Chinese	1000G	0	HG00623_H1	48.630454459038994	70.143878489299
HG00623	Southern Han Chinese	1000G	1	HG00623_H2	47.443877468526445	69.21087223913766
HG00625	Southern Han Chinese	1000G	0	HG00625_H1	47.344021021776335	68.7012182080645
HG00625	Southern Han Chinese	1000G	1	HG00625_H2	47.78974880977359	66.54834098934916
HG00626	Southern Han Chinese	1000G	0	HG00626_H1	48.64994143004443	70.54702213938499
HG00626	Southern Han Chinese	1000G	1	HG00626_H2	49.09201219234185	69.70727265962103
HG00628	Southern Han Chinese	1000G	0	HG00628_H1	47.726779504019284	67.82301654310584
HG00628	Southern Han Chinese	1000G	1	HG00628_H2	47.2965527263245	67.98162176751616
HG00629	Southern Han Chinese	1000G	0	HG00629_H1	48.735706530102696	69.3110471794817
HG00629	Southern Han Chinese	1000G	1	HG00629_H2	48.20612912803272	69.49463627704498
HG00631	Southern Han Chinese	1000G	0	HG00631_H1	49.0242706267881	69.46036912957571
HG00631	Southern Han Chinese	1000G	1	HG00631_H2	47.563668519284214	68.0627478344678
HG00632	Southern Han Chinese	1000G	0	HG00632_H1	48.48773117716656	67.60437014017083
HG00632	Southern Han Chinese	1000G	1	HG00632_H2	48.29323190964697	69.2298435234962
HG00634	Southern Han Chinese	1000G	0	HG00634_H1	48.25354622650935	69.35191148609424
HG00634	Southern Han Chinese	1000G	1	HG00634_H2	47.96325055257498	67.20923698106743
HG00650	Southern Han Chinese	1000G	0	HG00650_H1	48.43915066856048	68.95731032533519
HG00650	Southern Han Chinese	1000G	1	HG00650_H2	48.53802488567391	68.43659244349904
HG00651	Southern Han Chinese	1000G	0	HG00651_H1	48.62494697573455	69.18313499251006
HG00651	Southern Han Chinese	1000G	1	HG00651_H2	48.53793024455005	69.33211813717736
HG00653	Southern Han Chinese	1000G	0	HG00653_H1	48.302304214802895	68.96275900400207
HG00653	Southern Han Chinese	1000G	1	HG00653_H2	47.58041253578035	67.69615868594715
HG00654	Southern Han Chinese	1000G	0	HG00654_H1	48.011237921905725	67.60613324163062
HG00654	Southern Han Chinese	1000G	1	HG00654_H2	48.43072368153015	67.7949560328324
HG00662	Southern Han Chinese	1000G	0	HG00662_H1	48.46453829888328	68.33705976168291
HG00662	Southern Han Chinese	1000G	1	HG00662_H2	48.036042643131005	69.53495819936873
HG00663	Southern Han Chinese	1000G	0	HG00663_H1	47.85723714680744	67.77354608125628
HG00663	Southern Han Chinese	1000G	1	HG00663_H2	48.78718715530055	69.92552175460706
HG00674	Southern Han Chinese	1000G	0	HG00674_H1	47.72205966063793	68.73685558987636
HG00674	Southern Han Chinese	1000G	1	HG00674_H2	48.17791552085652	70.03076508075947
HG00675	Southern Han Chinese	1000G	0	HG00675_H1	48.0113457990498	69.79714055358389
HG00675	Southern Han Chinese	1000G	1	HG00675_H2	48.092296205705175	68.83654167819113
HG00683	Southern Han Chinese	1000G	0	HG00683_H1	48.19069063503287	67.90176682793577
HG00683	Southern Han Chinese	1000G	1	HG00683_H2	48.8947727096564	68.68560164861685
HG00684	Southern Han Chinese	1000G	0	HG00684_H1	47.63451859634339	69.23349025881176
HG00684	Southern Han Chinese	1000G	1	HG00684_H2	47.894659637174264	68.60806998040908
HG00689	Southern Han Chinese	1000G	0	HG00689_H1	49.24679423928858	70.27186081219054
HG00689	Southern Han Chinese	1000G	1	HG00689_H2	48.12213369612828	69.48195193708028
HG00690	Southern Han Chinese	1000G	0	HG00690_H1	47.5628568008154	67.76637984176062
HG00690	Southern Han Chinese	1000G	1	HG00690_H2	48.36877862835927	68.52074169560132
HG00692	Southern Han Chinese	1000G	0	HG00692_H1	48.53901470569122	67.09172638301364
HG00692	Southern Han Chinese	1000G	1	HG00692_H2	48.77135797913393	68.89024712657327
HG00693	Southern Han Chinese	1000G	0	HG00693_H1	48.18403029626206	68.80535295265821
HG00693	Southern Han Chinese	1000G	1	HG00693_H2	48.55278364384592	68.7843397217526
HG00698	Southern Han Chinese	1000G	0	HG00698_H1	47.85654834705803	68.06642873612932
HG00698	Southern Han Chinese	1000G	1	HG00698_H2	47.20489761107883	69.29602858657617
HG00699	Southern Han Chinese	1000G	0	HG00699_H1	47.73460780531919	69.5478220553711
HG00699	Southern Han Chinese	1000G	1	HG00699_H2	47.318876055562335	69.25923828134653
HG00701	Southern Han Chinese	1000G	0	HG00701_H1	47.900334271980974	69.79997836650676
HG00701	Southern Han Chinese	1000G	1	HG00701_H2	48.05132248107373	67.9264801139387
HG00707	Southern Han Chinese	1000G	0	HG00707_H1	49.803221555270135	67.83531606233565
HG00707	Southern Han Chinese	1000G	1	HG00707_H2	49.10998983927285	70.64910858875115
HG00708	Southern Han Chinese	1000G	0	HG00708_H1	48.933477465830315	67.45583740552482
HG00708	Southern Han Chinese	1000G	1	HG00708_H2	48.390661944707766	70.95211965592199
HG00729	Southern Han Chinese	1000G	0	HG00729_H1	48.07334468822895	69.69653221754832
HG00729	Southern Han Chinese	1000G	1	HG00729_H2	48.403932880539934	68.65287491891233
HG00759	Dai Chinese	1000G	0	HG00759_H1	48.2079219087119	66.61722795188238
HG00759	Dai Chinese	1000G	1	HG00759_H2	48.022172200573046	67.58390877383228
HG00766	Dai Chinese	1000G	0	HG00766_H1	47.43913193491161	66.73951951733508
HG00766	Dai Chinese	1000G	1	HG00766_H2	46.904776233702286	67.8897853489628
HG00844	Dai Chinese	1000G	0	HG00844_H1	47.175476739345235	66.0101527998654
HG00844	Dai Chinese	1000G	1	HG00844_H2	47.56397113236968	67.04140733911984
HG00851	Dai Chinese	1000G	0	HG00851_H1	47.44933176386365	67.9557696934988
HG00851	Dai Chinese	1000G	1	HG00851_H2	48.83358760020726	68.87123700836428
HG00864	Dai Chinese	1000G	0	HG00864_H1	46.59967117139838	66.6442771167689
HG00864	Dai Chinese	1000G	1	HG00864_H2	47.94857050969076	66.7727367921125
HG00867	Dai Chinese	1000G	0	HG00867_H1	46.406073104301136	68.95532403967736
HG00867	Dai Chinese	1000G	1	HG00867_H2	47.136721463421786	67.06093937497458
HG00879	Dai Chinese	1000G	0	HG00879_H1	47.090300654313516	68.26572782624369
HG00879	Dai Chinese	1000G	1	HG00879_H2	46.53912883608431	67.82501081371377
HG00881	Dai Chinese	1000G	0	HG00881_H1	47.2389674928117	68.65730354807299
HG00881	Dai Chinese	1000G	1	HG00881_H2	47.2421718656691	67.68308583942019
HG00956	Dai Chinese	1000G	0	HG00956_H1	46.668365053539624	65.5826920980405
HG00956	Dai Chinese	1000G	1	HG00956_H2	47.317385583082945	66.44321318622333
HG00978	Dai Chinese	1000G	0	HG00978_H1	47.80104048337221	68.01980663886124
HG00978	Dai Chinese	1000G	1	HG00978_H2	47.17706472897769	65.59765553579037
HG00982	Dai Chinese	1000G	0	HG00982_H1	47.30269330913844	68.31547707736037
HG00982	Dai Chinese	1000G	1	HG00982_H2	47.384825129042206	69.51855390757737
HG01028	Dai Chinese	1000G	0	HG01028_H1	46.75863147197081	67.03630170542122
HG01028	Dai Chinese	1000G	1	HG01028_H2	48.17159710192569	67.84382866865424
HG01029	Dai Chinese	1000G	0	HG01029_H1	47.48893061875237	68.75076350366356
HG01029	Dai Chinese	1000G	1	HG01029_H2	48.29336566927574	67.44583377328722
HG01031	Dai Chinese	1000G	0	HG01031_H1	47.417995072243805	66.99363901346617
HG01031	Dai Chinese	1000G	1	HG01031_H2	46.78858174769048	68.50975125423184
HG01046	Dai Chinese	1000G	0	HG01046_H1	48.27442847483146	67.72330509870227
HG01046	Dai Chinese	1000G	1	HG01046_H2	47.65093953067208	68.83775385138681
HG01334	British	1000G	0	HG01334_H1	28.930072498693633	-63.71651934677634
HG01334	British	1000G	1	HG01334_H2	30.069477916932797	-63.28434597703587
HG01500	Spanish	1000G	0	HG01500_H1	25.040389560996402	-63.14481401655195
HG01500	Spanish	1000G	1	HG01500_H2	23.426509201048383	-61.301923662808974
HG01501	Spanish	1000G	0	HG01501_H1	24.262384997116378	-61.486965668766416
HG01501	Spanish	1000G	1	HG01501_H2	22.08363281401833	-63.197109172150974
HG01503	Spanish	1000G	0	HG01503_H1	26.37203766039464	-62.96615309168388
HG01503	Spanish	1000G	1	HG01503_H2	26.30642090259122	-64.08131748195788
HG01504	Spanish	1000G	0	HG01504_H1	26.11230520495861	-61.67442882174251
HG01504	Spanish	1000G	1	HG01504_H2	25.58459345059761	-63.52699626314066
HG01506	Spanish	1000G	0	HG01506_H1	24.808911440363254	-63.849809641443215
HG01506	Spanish	1000G	1	HG01506_H2	25.231768166303745	-63.16438668766514
HG01507	Spanish	1000G	0	HG01507_H1	25.37553117738134	-63.0372208392931
HG01507	Spanish	1000G	1	HG01507_H2	25.817133397809897	-62.60710004116888
HG01509	Spanish	1000G	0	HG01509_H1	23.917172218860763	-62.0874362450531
HG01509	Spanish	1000G	1	HG01509_H2	23.50606369685577	-63.10530654090843
HG01510	Spanish	1000G	0	HG01510_H1	25.36727502087792	-64.63198248694526
HG01510	Spanish	1000G	1	HG01510_H2	25.426410983905328	-63.22723605737025
HG01512	Spanish	1000G	0	HG01512_H1	27.69017213223504	-66.40000193714583
HG01512	Spanish	1000G	1	HG01512_H2	26.486982711943433	-64.18367974826779
HG01513	Spanish	1000G	0	HG01513_H1	26.688354478487106	-64.35748735089444
HG01513	Spanish	1000G	1	HG01513_H2	26.93621638396349	-63.441070559646505
HG01515	Spanish	1000G	0	HG01515_H1	28.41432450603194	-65.88060046822541
HG01515	Spanish	1000G	1	HG01515_H2	27.659858981331723	-65.53413454651218
HG01516	Spanish	1000G	0	HG01516_H1	28.837103576335743	-65.26836592864518
HG01516	Spanish	1000G	1	HG01516_H2	26.836747700844853	-66.31066044100568
HG01518	Spanish	1000G	0	HG01518_H1	28.161950638680203	-66.2557649135912
HG01518	Spanish	1000G	1	HG01518_H2	27.099622980753566	-65.5278572172062
HG01519	Spanish	1000G	0	HG01519_H1	28.436027899313245	-66.6205509538085
HG01519	Spanish	1000G	1	HG01519_H2	26.795088192191294	-65.89228136144885
HG01521	Spanish	1000G	0	HG01521_H1	29.29993788880769	-65.31575047541406
HG01521	Spanish	1000G	1	HG01521_H2	28.04726228754994	-65.64138378963301
HG01522	Spanish	1000G	0	HG01522_H1	29.246355066957953	-66.14183951559608
HG01522	Spanish	1000G	1	HG01522_H2	29.15198963257445	-63.029497256378804
HG01524	Spanish	1000G	0	HG01524_H1	26.2114718465308	-62.42610987421392
HG01524	Spanish	1000G	1	HG01524_H2	25.613756349111803	-63.436845677696596
HG01525	Spanish	1000G	0	HG01525_H1	25.01917925358451	-62.964513450247765
HG01525	Spanish	1000G	1	HG01525_H2	25.724106858310137	-60.697460899747554
HG01527	Spanish	1000G	0	HG01527_H1	22.629568182991733	-62.239148667428296
HG01527	Spanish	1000G	1	HG01527_H2	24.924196535122192	-60.74514622324082
HG01528	Spanish	1000G	0	HG01528_H1	25.35092116704802	-62.859920557373755
HG01528	Spanish	1000G	1	HG01528_H2	24.953357380277957	-62.124731102479274
HG01531	Spanish	1000G	0	HG01531_H1	24.133204693178804	-63.41893553521305
HG01531	Spanish	1000G	1	HG01531_H2	23.79089604212127	-62.59597367886326
HG01536	Spanish	1000G	0	HG01536_H1	26.01531434775209	-62.14452611326941
HG01536	Spanish	1000G	1	HG01536_H2	25.587274835509056	-63.51038839655146
HG01537	Spanish	1000G	0	HG01537_H1	27.49861906774126	-63.60527116328558
HG01537	Spanish	1000G	1	HG01537_H2	25.693336653921016	-64.03697922479839
HG01572	Peruvian	1000G	0	HG01572_H1	41.08429152585383	21.66592052089835
HG01572	Peruvian	1000G	1	HG01572_H2	40.06449858089439	16.483851780733847
HG01583	Punjabi	1000G	0	HG01583_H1	28.26989511999308	-35.20950987848751
HG01583	Punjabi	1000G	1	HG01583_H2	30.478298004043403	-32.65787819824468
HG01586	Punjabi	1000G	0	HG01586_H1	30.265624899859226	-35.598713730836266
HG01586	Punjabi	1000G	1	HG01586_H2	29.69005608188298	-30.38698652250214
HG01589	Punjabi	1000G	0	HG01589_H1	30.89314922568351	-33.93992691897309
HG01589	Punjabi	1000G	1	HG01589_H2	28.19063656638513	-34.26062911938796
HG01593	Punjabi	1000G	0	HG01593_H1	28.179962201814796	-38.48895628680613
HG01593	Punjabi	1000G	1	HG01593_H2	28.70300828373467	-36.955904803781685
HG01595	Kinh Vietnamese	1000G	0	HG01595_H1	46.71148635598487	66.43652211878221
HG01595	Kinh Vietnamese	1000G	1	HG01595_H2	47.63474491309133	66.14785585811704
HG01597	Kinh Vietnamese	1000G	0	HG01597_H1	46.87421275924071	67.30809915781197
HG01597	Kinh Vietnamese	1000G	1	HG01597_H2	47.182888477858945	66.19058655858822
HG01598	Kinh Vietnamese	1000G	0	HG01598_H1	47.58178013408794	65.5045879527685
HG01598	Kinh Vietnamese	1000G	1	HG01598_H2	46.96944851015471	64.9788728164931
HG01599	Kinh Vietnamese	1000G	0	HG01599_H1	47.03627891958639	65.80238127667175
HG01599	Kinh Vietnamese	1000G	1	HG01599_H2	46.81153420575696	64.90125722817564
HG01600	Kinh Vietnamese	1000G	0	HG01600_H1	46.86572630581731	66.61835009735638
HG01600	Kinh Vietnamese	1000G	1	HG01600_H2	47.87435884471426	68.12223965808761
HG01602	Spanish	1000G	0	HG01602_H1	24.86429221652721	-61.83246608957326
HG01602	Spanish	1000G	1	HG01602_H2	24.212554242810512	-61.66140196247457
HG01603	Spanish	1000G	0	HG01603_H1	25.649017831303787	-62.27934612122809
HG01603	Spanish	1000G	1	HG01603_H2	24.818692714106334	-63.59693264908033
HG01605	Spanish	1000G	0	HG01605_H1	26.721878018479906	-63.056142566172255
HG01605	Spanish	1000G	1	HG01605_H2	26.886847243440982	-64.49194547008756
HG01606	Spanish	1000G	0	HG01606_H1	26.12168490214122	-63.47157412389264
HG01606	Spanish	1000G	1	HG01606_H2	27.045089423335746	-63.98644550659388
HG01607	Spanish	1000G	0	HG01607_H1	25.72300424489049	-63.066471042452264
HG01607	Spanish	1000G	1	HG01607_H2	27.01656292621712	-63.33157725482805
HG01610	Spanish	1000G	0	HG01610_H1	25.039663836583465	-63.84671907796145
HG01610	Spanish	1000G	1	HG01610_H2	24.349757411199377	-62.62484495321725
HG01612	Spanish	1000G	0	HG01612_H1	23.803410450871127	-62.48418800547921
HG01612	Spanish	1000G	1	HG01612_H2	22.770042842141805	-63.72268408345252
HG01613	Spanish	1000G	0	HG01613_H1	26.22501569074994	-62.930237967217636
HG01613	Spanish	1000G	1	HG01613_H2	27.130219248271032	-64.33302057819054
HG01615	Spanish	1000G	0	HG01615_H1	26.469092761211535	-63.498846388342756
